index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Carin Shard	140	100	1		1		43	35	9yw	Petrified Wand		5	5000	cblu	cblu						hp/lvl	10			cast2		10	10	mana/lvl	10			balance2		30	30	hp%		5	5	nec		1	1	skilltab	8	2	2																						0
Arm of King Leoric	141	100	1		1		44	36	9bw	Tomb Wand		5	5000				invbwnu				skilltab	8	2	2	gethit-skill	93	5	10	mana/lvl	10			gethit-skill	88	10	2	cast1		10	10	skilltab	7	2	2	skill	77	2	2	skill	80	2	2	skill	69	3	3	skill	70	3	3										0
Blackhand Key	142	100	1		1		49	41	9gw	Grave Wand		5	5000	blac	blac		inv9gwu				skilltab	6	1	1	dmg-to-mana		20	20	hp		50	50	light		-2	-2	cast3		30	30	res-fire		37	37	nec		2	2	charged	150	30	13																		0
Dark Clan Crusher	143	100	1		1		42	34	9cl	Cudgel		5	5000	dgld	dgld		invclbu				dru		2	2	dmg-demon		200	200	att-demon		200	200	dmg%		195	195	att%		20	25	demon-heal		15	15																										0
Zakarum's Hand	144	100	1		1		45	37	9sc	Rune Scepter		5	5000	lpur	lpur						regen-mana		8	8	ignore-ac		1	1	regen-mana		10	10	regen-stam		15	15	hit-skill	59	6	5	dmg%		180	220	swing2		30	30	skill	114	2	2	skill	118	2	2														0
The Fetid Sprinkler	145	100	1		1		46	38	9qs	Holy Water Sprinkler		5	5000								pal		2	2	hit-skill	87	5	1	hit-skill	81	10	1	dmg-pois	100	409	409	dmg%		160	190	att		150	200	dmg-norm		15	25																						0
Hand of Blessed Light	146	100	1		1		50	42	9ws	Divine Scepter		5	5000	lyel							pal		2	2	dmg%		130	160	att%		100	100	ac		50	50	regen-mana		15	15	light		4	4	dmg-norm		20	45	skill	101	4	4	skill	121	2	2	hit-skill	121	5	4										0
Fleshrender	147	100	1		1		46	38	9sp	Barbed Club		5	5000	blac			invspcu				openwounds		25	25	noheal		1	1	crush		20	20	deadly		20	20	dmg-norm		35	50	dmg%		130	200	dru		1	1	skilltab	16	2	2	dur		20	20														0
Sureshrill Frost	148	100	1		1		47	39	9ma	Flanged Mace		5	5000								dmg-cold	125	63	112	nofreeze		1	1	dmg%		150	180	dmg-norm		5	10	freeze		3	3	charged	64	50	9																										0
Moonfall	149	100	1		1		50	42	9mt	Jagged Star		5	5000				invmstu				hit-skill	56	5	6	dmg-fire		55	115	red-mag		9	12	dmg%		120	150	light		2	2	charged	56	60	11	dmg-norm		10	15																						0
Baezil's Vortex	150	100	1		1		53	45	9fl	Knout		5	5000	dblu	dblu						hit-skill	48	5	8	dmg-ltng		1	150	mana		100	100	res-ltng		25	25	dmg%		160	200	swing2		20	20	charged	48	80	15																						0
Earthshaker	151	100	1		1		51	43	9wh	Battle Hammer		5	5000								hit-skill	234	5	7	knock		1	1	swing3		30	30	dmg%		180	180	stupidity		1	1	skilltab	17	3	3	dur		50	50																						0
Bloodtree Stump	152	100	1		1		56	48	9m9	War Club		5	5000	dred							crush		50	50	dmg%		180	220	res-all		20	20	str		25	25	skilltab	13	2	2	skill	129	3	3	dur		40	40																						0
The Gavel of Pain	153	100	1		1		53	45	9gm	Martel de Fer		5	5000				inv9gmu				hit-skill	66	5	1	gethit-skill	76	5	1	thorns		26	26	indestruct		1	1	dmg-norm		12	30	dmg%		130	160	charged	66	3	8																						0
Bloodletter	154	100	1		1		38	30	9ss	Gladius		5	5000	cred	cred						dmg-norm		12	45	att		90	90	hp%		8	8	stamdrain		10	10	swing2		20	20	dmg%		140	140	skill	127	2	4	skill	151	1	3	dur		30	30														0
Coldsteel Eye	155	100	1		1		39	31	9sm	Cutlass		5	5000	dgry			invscmu				stupidity		1	1	slow		30	30	deadly		50	50	dur		50	50	dmg%		200	250	swing2		20	20	regen-mana		6	6																						0
Hexfire	156	100	1		1		41	33	9sb	Shamshir		5	5000				invsbru				charged	62	36	6	ignore-ac		1	1	res-fire		25	25	res-fire-max		10	10	dmg-norm		35	40	dmg%		140	160	fireskill		3	3																						0
Blade of Ali Baba	157	100	1		1		43	35	9fc	Tulwar		5	5000	cred	cred						sock	3			gold%/lvl	20			mag%/lvl	8			mana		15	15	dmg%		60	120	dex		5	15																										0
Ginther's Rift	158	100	1		1		45	37	9cr	Dimensional Blade		5	5000	cblu			inv9cru				red-mag		7	12	swing2		30	30	rep-dur	20			dur		40	40	dmg-mag		50	120	dmg%		100	150																										0
Headstriker	159	100	1		1		47	39	9bs	Battle Sword		5	5000	bwht	bwht						noheal		1	1	str		15	15	deadly/lvl	12			dmg/lvl	8			dmg%		150	150																														0
Plague Bearer	160	100	1		1		49	41	9ls	Rune Sword		5	5000				inv9lsu				hit-skill	92	5	4	dmg-pois	200	384	384	dmg-norm		10	45	dmg%		150	150	res-pois		45	45	skill	238	5	5																										0
The Atlantian	161	100	1		1		50	42	9wd	Ancient Sword		5	5000	lblu	lblu						dur		100	100	ac		75	75	str		16	16	dex		12	12	vit		8	8	dmg%		200	250	pal		2	2	att%		50	50																		0
Crainte Vomir	162	100	1		1		50	42	92h	Espadon		5	5000	lgld			inv2hsu				slow		35	35	dmg-ac		-70	-70	move2		20	20	red-dmg%		10	10	dmg%		160	200	swing3		50	50																										0
Bing Sz Wang	163	100	1		1		51	43	9cm	Dacian Falx		5	5000								ease		-30	-30	dmg-cold	75	50	140	str		20	20	freeze		2	2	hit-skill	64	5	3	dmg%		130	160																										0
The Vile Husk	164	100	1		1		52	44	9gs	Tusk Sword		5	5000	dgry	dgry		invgisu				hit-skill	66	6	1	dmg-und/lvl	60			res-pois		50	50	dmg-pois	150	426	426	dmg%		150	200	att-und/lvl	20																												0
Cloudcrack	165	100	1		1		53	45	9b9	Gothic Sword		5	5000				invbswu				hit-skill	121	6	7	dmg-ltng		1	240	ac		30	30	light		2	2	res-ltng-max		10	10	dmg%		150	200	light-thorns		15	15	skilltab	10	2	2	skilltab	11	2	2														0
Todesfaelle Flamme	166	100	1		1		54	46	9fb	Zweihander		5	5000				inv9fbu				dmg-fire		50	200	res-fire		40	40	abs-fire		10	10	att-skill	47	10	6	dmg%		120	160	charged	52	45	10	charged	51	20	10																						0
Swordguard	167	100	1		1		55	48	9gd	Executioner Sword		5	5000	bwht	bwht		invgsdu				ease		-50	-50	ac/lvl	40			res-all		10	20	ac-miss		100	100	dmg-to-mana		30	30	dmg%		170	180	ac-hth		200	200	balance2		20	20	block		20	20														0
Spineripper	168	100	1		1		40	32	9dg	Poignard		5	5000								ignore-ac		1	1	hp%		8	8	noheal		1	1	swing3		15	15	dex		10	10	dmg%		200	240	dmg-norm		15	27	nec		1	1																		0
Heart Carver	169	100	1		1		44	36	9di	Rondel		5	5000								deadly		35	35	ignore-ac		1	1	dmg-norm		15	35	dmg%		190	240	skill	131	4	4	skill	142	4	4	skill	150	4	4																						0
Blackbog's Sharp	170	100	1		1		46	38	9kr	Cinquedeas		5	5000				invkrsu				slow		50	50	ac		50	50	dmg-norm		15	45	swing3		30	30	dmg-pois	250	500	500	skill	73	5	5	skill	83	4	4	skill	92	4	4																		0
Stormspike	171	100	1		1		49	41	9bl	Stilleto		5	5000	cblu	cblu		inv9blu				dmg-ltng		1	120	light-thorns		20	20	gethit-skill	38	25	3	dmg%		150	150	res-ltng/lvl	8																																0
The Impaler	172	100	1		1		39	31	9sr	War Spear		5	5000	lred	lred						ignore-ac		1	1	att		150	150	swing2		20	20	openwounds		40	40	noheal		1	1	dmg%		140	170	skill	19	5	5	skill	14	3	3																		0
Kelpie Snare	173	100	1		1		41	33	9tr	Fuscina		5	5000				invtriu				slow		75	75	res-fire		50	50	hp/lvl	10			dmg-norm		30	50	str		10	10	dmg%		140	180																										0
Soulfeast Tine	174	100	1		1		43	35	9br	War Fork		5	5000	lyel	lyel		inv9bru				ease		-20	-20	hp%		7	7	regen-mana		7	7	stamdrain		20	20	dmg%		150	190	att		150	250	dur		15	15																						0
Hone Sundan	175	100	1		1		45	37	9st	Yari		5	5000								sock	3			dmg-norm		20	40	crush		45	45	rep-dur	10			dmg%		160	200																														0
Spire of Honor	176	100	1		1		47	39	9p9	Lance		5	5000	lgry	lgry						att%		25	25	light		3	3	hp%		20	20	balance2		20	20	dmg-norm		20	40	dmg-dem/lvl	12			dmg%		150	200	skilltab	9	3	3	ac%		25	25														0
The Meat Scraper	177	100	1		1		49	41	9b7	Lochaber Axe		5	5000	dred	dred						dmg%		150	200	swing2		30	30	hp%		10	10	openwounds		50	50	mag%		25	25	skilltab	13	3	3																										0
Blackleach Blade	178	100	1		1		50	42	9vo	Bill		5	5000	blac	blac						ease		-25	-25	hit-skill	72	5	5	light		-2	-2	hp%		8	8	dmg/lvl	10			dmg%		100	140																										0
Athena's Wrath	179	100	1		1		50	42	9s8	Battle Scythe		5	5000				inv9s8u				dru		1	3	dex		15	15	swing2		30	30	hp/lvl	8			dmg/lvl	8			dmg%		150	180																										0
Pierre Tombale Couant	180	100	1		1		51	43	9pa	Partizan		5	5000	lgld	lgld						deadly		55	55	bar		3	3	balance2		30	30	regen-mana		6	6	dmg-norm		12	20	dmg%		160	220	att		100	200																						0
Husoldal Evo	181	100	1		1		52	44	9h9	Bec-de-Corbin		5	5000								hp%	20	20	att		200	250	noheal		1	1	dmg-norm		20	32	dmg%		160	200	swing2		20	20																											0
Grim's Burning Dead	182	100	1		1		52	45	9wc	Grim Scythe		5	5000	cred	cred						dmg-fire		131	232	res-fire		45	45	dmg%		140	180	thorns		8	8	ease		-50	-50	nec		3	3	reduce-ac		50	50	ac%		20	20	att		200	250														0
Razorswitch	183	100	1		1		36	28	8ss	Jo Stalf		5	5000	lpur							cast3		30	30	thorns		15	15	mana		175	175	hp		80	80	red-mag		15	15	res-all		50	50	allskills		1	1																						0
Ribcracker	184	100	1		1		39	31	8ls	Quarterstaff		5	5000	lblu	lblu						dmg-norm		30	65	dmg%		200	300	crush		50	50	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100														0
Chromatic Ire	185	100	1		1		43	35	8cs	Cedar Staff		5	5000				invcstu				sor		3	3	res-all		20	40	cast1		20	20	light-thorns		20	20	hp%		20	25	skill	61	1	1	skill	63	1	1	skill	65	1	1																		0
Warpspear	186	100	1		1		47	39	8bs	Gothic Staff		5	5000	cblu	cblu						sor		3	3	ignore-ac		1	1	skill	54	3	3	skill	43	3	3	skill	58	3	3	ac-miss		250	250																										0
Skullcollector	187	100	1		1		49	41	8ws	Rune Staff		5	5000	blac	blac		inv8wsu				mana%		20	20	mana-kill		20	20	allskills		2	2	mag%/lvl	8																																				0
Skystrike	188	100	1		1		36	28	8sb	Edge Bow		5	5000								dmg-ltng		1	250	att		100	100	enr		10	10	swing3		30	30	dmg%		150	200	hit-skill	56	2	6	ama		1	1																						0
Riphook	189	100	1		1		39	31	8hb	Razor Bow		5	5000	cred	cred						openwounds		30	30	dmg%		180	220	slow		30	30	mana		35	35	swing2		30	30	hp%		7	10																										0
Kuko Shakaku	190	100	1		1		41	33	8lb	CedarBow		5	5000	lpur	lpur		inv8lbu				skill	27	3	3	explosivearrow		7	7	dmg%		150	180	pierce		50	50	dmg-fire		40	180	skilltab	0	3	3																										0
Endlesshail	191	100	1		1		44	36	8cb	Double Bow		5	5000				invcbwu				res-cold		35	35	mana		40	40	ac-miss		50	50	skill	26	3	5	dmg%		180	220	dmg-cold	75	15	30																										0
Whichwild String	192	100	1		1		47	39	8s8	Short Siege Bow		5	5000	lblu	lblu		inv8s8u				hit-skill	66	2	5	res-all		40	40	deadly/lvl	8			dmg%		150	170	magicarrow		20	20	sock	2																												0
Cliffkiller	193	100	1		1		49	41	8l8	Long Siege Bow		5	5000	dgld							ama		2	2	dmg%		190	230	ac-miss		80	80	knock		1	1	hp		50	50	dmg-min		5	10	dmg-max		20	30																						0
Magewrath	194	100	1		1		51	43	8sw	Rune Bow		5	5000	oran			invswbu				regen-mana		15	15	red-mag		9	13	skill	22	3	3	att		200	250	dex		10	10	stupidity		1	1	dmg-norm		25	50	dmg%		120	150	ama		1	1														0
Godstrike Arch	195	100	1		1		54	46	8lw	Gothic Bow		5	5000	lgry	lgry						dmg%		200	250	att%		100	150	dmg-undead		100	200	dmg-demon		100	200	hit-skill	121	5	7	swing2		50	50	hp%		12	12																						0
Langer Briser	196	100	1		1		40	32	8lx	Arbalest		5	5000				inv8lxu				knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	openwounds		33	33	dmg-ltng		1	212																						0
Pus Spiter	197	100	1		1		44	36	8mx	Siege Crossbow		5	5000	cgrn	cgrn		inv8mxu				dmg-pois	200	192	192	hit-skill	91	4	1	nec		2	2	ease		-60	-60	gethit-skill	92	9	6	swing2		10	10	dmg%		150	220	att/lvl	10																				0
Buriza-Do Kyanon	198	100	1		1		59	41	8hx	Balista		5	5000				invhxbu				pierce		100	100	dex		35	35	ac		75	150	dmg/lvl	20			swing2		80	80	dmg%		150	200	freeze		3	3	dmg-cold	200	32	196																		0
Demon Machine	199	100	1		1		57	49	8rx	Chu-Ko-Nu		5	5000	blac	blac		invrxbu				ac		321	321	mana		36	36	pierce		66	66	explosivearrow		6	6	dmg-max		66	66	dmg%		123	123	att		632	632																						0
Armor																																																																						0
Peasent Crown	201	100	1		1		36	28	xap	War Hat		3	5000	lgry							enr		20	20	vit		20	20	allskills		1	1	move2		15	15	hp%		6	12	ac%		100	100																										0
Rockstopper	202	100	1		1		39	31	xkp	Sallet		3	5000				invxkpu				res-ltng		20	40	red-dmg%		10	10	balance2		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15																						0
Stealskull	203	100	1		1		43	35	xlm	Casque		3	5000				invhlmu				regen-mana		5	5	hp%		5	5	balance2		10	10	swing2		10	10	ac%		200	240	mag%		30	50																										0
Darksight Helm	204	100	1		1		46	38	xhl	Basinet		3	5000	blac	blac		invfhlu				light		-4	-4	ac/lvl	16			nofreeze		1	1	regen-mana		5	5	gethit-skill	71	6	3	charged	264	30	5	res-fire		20	40																						0
Valkiry Wing	205	100	1		1		52	44	xhm	Winged Helm		3	5000	lgld							ac%		150	200	move2		20	20	balance2		20	20	ama		1	2	mana-kill		2	4																														0
Crown of Thieves	206	100	1		1		57	49	xrn	Grand Crown		3	5000	dgld	dgld		invxrnu				dex		25	25	hp%		9	12	hp		50	50	mana		35	35	res-fire		33	33	ac%		160	200	gold%		80	100																						0
Blackhorn's Face	207	100	1		1		49	41	xsk	Death Mask		3	5000	blac	blac						light-thorns		25	25	slow		20	20	noheal		1	1	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																										0
Vampiregaze	208	100	1		1		49	41	xh9	Grim Helm		3	5000	cgrn	cgrn		invbhmu				regen-mana		6	8	hp%		6	8	stamdrain		15	15	red-dmg%		15	20	red-mag		10	15	ac%		100	100	dmg-cold	100	6	22																						0
The Spirit Shroud	209	100	1		1		36	28	xui	Ghost Armor		3	5000								nofreeze		1	1	allskills		1	1	red-mag		7	11	hp%		10	10	ac%		150	150																														0
Skin of the Vipermagi	210	100	1		1		37	29	xea	SerpentSkin Armor		3	5000	dblu	dblu						ac%		120	120	res-all		20	35	cast3		30	30	red-mag		9	13	allskills		1	1																														0
Skin of the Flayerd One	211	100	1		1		39	31	xla	Demonhide Armor		3	5000	lred	lred						rep-dur	10			hp%		15	25	dur		30	30	hp%		5	7	ac%		150	190	thorns		15	15																										0
Ironpelt	212	100	1		1		41	33	xtu	Tresllised Armor		3	5000	dgry	dgry		invxtuu				dur		125	125	hp		25	25	red-mag		10	16	red-dmg		15	20	ac/lvl	24			ac%		50	100																										0
Spiritforge	213	100	1		1		43	35	xng	Linked Mail		3	5000								light		4	4	hp/lvl	10			dmg-fire		20	65	res-fire		5	5	ac%		120	160	str		15	15	sock	2																								0
Crow Caw	214	100	1		1		45	37	xcl	Tigulated Mail		3	5000								openwounds		35	35	ac%		150	180	dex		15	15	balance2		15	15	swing2		15	15	*charged	221	3	5																										0
Shaftstop	215	100	1		1		46	38	xhn	Mesh Armor		3	5000	dgry							ac-miss		250	250	red-dmg%		30	30	hp		60	60	ac%		180	220																																		0
Duriel's Shell	216	100	1		1		49	41	xrs	Cuirass		3	5000	oran	oran						str		15	15	ac/lvl	10			hp/lvl	8			ac%		160	200	res-fire		20	20	res-ltng		20	20	res-pois		20	20	res-cold		50	50	nofreeze		1	1	dur		100	100										0
Skullder's Ire	217	100	1		1		50	42	xpl	Russet Armor		3	5000								allskills		1	1	mag%/lvl	10			ac%		160	200	dur		60	60	red-mag		10	10	rep-dur	20																												0
Guardian Angel	218	100	1		1		53	45	xlt	Templar Coat		3	5000	lgry	lgry						light		4	4	pal		1	1	ac%		180	200	block2		30	30	res-all-max		15	15	att-dem/lvl	5			block		20	20																						0
Toothrow	219	100	1		1		56	48	xld	Sharktooth Armor		3	5000	whit	whit						thorns		20	40	ac		40	60	str		10	10	openwounds		40	40	res-fire		15	15	ac%		160	220	dur		15	15																						0
Atma's Wail	220	100	1		1		59	51	xth	Embossed Plate		3	5000								dex		15	15	hp%		10	10	mana%		15	15	balance2		30	30	ac/lvl	16			dur		50	50	ac%		120	160	mag%		20	20																		0
Black Hades	221	100	1		1		61	53	xul	Chaos Armor		3	5000								light		-2	-2	att-demon		200	250	half-freeze		1	1	sock	3			ac%		140	200	dmg-demon		30	60																										0
Corpsemourn	222	100	1		1		63	55	xar	Ornate Armor		3	5000	blac	blac		invxaru				str		8	8	vit		10	10	res-cold		35	35	gethit-skill	76	6	2	ac%		150	180	dmg-fire		12	36	charged	74	40	5																						0
Que-Hegan's Wisdon	223	100	1		1		59	51	xtp	Mage Plate		3	5000								cast2		20	20	mana-kill		3	3	red-mag		6	10	enr		15	15	balance2		20	20	ac%		140	160	allskills		1	1																						0
Visceratuant	224	100	1		1		36	28	xuc	Defender		3	5000	dred			invbucu				sor		1	1	block2		30	30	block		30	30	ac%		100	150	light-thorns		10	10																														0
Mosers Blessed Circle	225	100	1		1		39	31	xml	Round Shield		3	5000				invxmlu				res-all		25	25	block		25	25	sock	2			ac%		180	220	block2		30	30																														0
Stormchaser	226	100	1		1		43	35	xrg	Scutum		3	5000	cblu	cblu		invxrgu				dmg-ltng		1	60	block		20	20	half-freeze		1	1	res-ltng		50	50	att		150	150	ac%		160	220	block2		10	10	gethit-skill	59	4	6	gethit-skill	245	4	5														0
Tiamat's Rebuke	227	100	1		1		46	38	xit	Dragon Shield		3	5000	lgry	lgry		invkitu				dmg-cold	150	27	53	dmg-fire		35	95	dmg-ltng		1	120	res-all		25	35	ac%		140	200	gethit-skill	44	5	9	gethit-skill	48	5	7	gethit-skill	62	3	6	dur		40	40														0
Kerke's Sanctuary	228	100	1		1		52	44	xow	Pavise		3	5000	lgrn	lgrn		invtowu				red-dmg		11	16	red-mag		14	18	hp%		15	15	ac%		180	240	dur		100	100	block		30	30	res-all		20	30																						0
Radimant's Sphere	229	100	1		1		58	50	xts	Ancient Shield		3	5000				invgtsu				dmg-pois	100	204	204	gethit-skill	92	5	5	res-pois		75	75	ac%		160	200	block		20	20	block2		20	20	charged	83	40	6	dur		20	20																		0
Lidless Wall	230	100	1		1		49	41	xsh	Grim Shield		3	5000	dgld	dgld		invxshu				light		1	1	allskills		1	1	cast2		20	20	mana-kill		3	5	ac%		80	130	enr		10	10	mana%		10	10																						0
Lance Guard	231	100	1		1		43	35	xpk	Barbed Shield		3	5000				invxpku				hp		50	50	balance2		30	30	dmg-to-mana		15	15	thorns		47	47	ac%		70	120	deadly		20	20																										0
Venom Grip	232	100	1		1		37	29	xlg	Demonhide Gloves		5	5000	dgrn							res-pois		30	30	res-pois-max		5	5	dmg-pois	100	153	153	crush		5	5	hp%		5	5	ac		15	25	ac%		130	160																						0
Gravepalm	233	100	1		1		39	32	xvg	Sharkskin Gloves		5	5000								enr		10	10	str		10	10	dmg-undead		100	200	att-undead		100	200	ac%		140	180																														0
Ghoulhide	234	100	1		1		44	36	xmg	Heavy Bracers		5	5000								att-und/lvl	16			dmg-und/lvl	16			regen-mana		4	5	hp		20	20	ac%		150	190																														0
Lavagout	235	100	1		1		50	42	xtg	Battle Guantlets		5	5000	lyel							res-fire		24	24	half-freeze		1	1	hit-skill	52	2	10	swing2		20	20	ac%		150	200	dmg-fire		13	46	dur		20	20																						0
Hellmouth	236	100	1		1		55	47	xhg	War Gauntlets		5	5000								dmg-fire		15	72	abs-fire		15	15	ac%		150	200	dur		15	15	hit-skill	56	2	4	hit-skill	225	4	12																										0
Infernostride	237	100	1		1		37	29	xlb	Demonhide Boots		5	5000								dmg-fire		12	33	move2		20	20	res-fire-max		10	10	res-fire		30	30	light		2	2	ac%		120	150	gold%		40	70	ac		15	15	gethit-skill	46	5	8														0
Waterwalk	238	100	1		1		40	32	xvb	Sharkskin Boots		5	5000								ac-miss		100	100	move2		20	20	dex		15	15	ac%		180	210	hp		45	65	stam		40	40	res-fire-max		5	5	regen-stam		50	50																		0
Silkweave	239	100	1		1		44	36	xmb	Mesh Boots		5	5000								ac%		150	190	mana-kill		5	5	ac-miss		200	200	mana%		10	10	move2		30	30																														0
Wartraveler	240	100	1		1		50	42	xtb	Battle Boots		5	5000								vit		10	10	str		10	10	mag%		30	50	dur		30	30	move2		25	25	ac%		150	190	dmg-norm		15	25	thorns		5	10	stamdrain		40	40														0
Gorerider	241	100	1		1		55	47	xhb	War Boots		5	5000	dred							ease		-25	-25	deadly		15	15	move2		30	30	crush		15	15	openwounds		10	10	ac%		160	200	dur		10	10	stam		20	20																		0
String of Ears	242	100	1		1		37	29	zlb	Demonhide Sash		5	5000	lred							red-mag		10	15	red-dmg%		10	15	hp%		6	8	ac%		150	180	ac		15	15	dur		10	10																										0
Razortail	243	100	1		1		39	32	zvb	Sharkskin Belt		5	5000								thorns/lvl	8			dex		15	15	pierce		33	33	ac		15	15	ac%		120	150	dmg-max		10	10																										0
Gloomstrap	244	100	1		1		45	36	zmb	Mesh Belt		5	5000								light		-3	-3	mana%		15	15	regen-mana		5	5	ac%		120	150	vit		15	15	regen-mana		15	15																										0
